# {"t_start": 1687017264.059135, "env_id": "Ant-v2"} 
r,l,t
-74.938803,37,226.843478
-37.659261,17,226.863346
-152.251939,94,226.966078
-2147.243612,1000,228.082927
-79.90256,45,228.133251
-131.060293,64,228.204047
-66.126252,45,228.253616
-61.450712,31,228.2872
-83.19303,42,228.332469
-75.758981,28,228.36412
-27.380252,20,228.38729
-147.577754,59,228.453743
-1078.660721,538,229.053761
-235.877493,70,229.130852
-76.610478,27,229.161124
-59.821693,25,229.189586
-95.135922,39,229.231922
-47.436303,23,229.257532
-168.035006,62,229.325129
-193.437205,89,229.41972
-32.979031,11,229.432636
-98.522748,27,229.462994
-42.493375,22,229.488066
-37.198635,17,229.507466
-16.763641,14,229.523857
-292.093225,129,229.665605
-44.842994,19,229.687273
-48.882834,21,229.710782
-127.49754,86,229.804997
-76.771004,28,229.835266
-96.53015,40,229.877992
-41.600311,14,229.894324
-37.342567,16,229.912761
-131.821371,58,229.97716
-54.190842,22,230.001975
-75.854444,35,230.041232
-36.251873,21,230.065223
-56.338202,46,230.115518
-280.328768,109,230.234588
-67.304984,31,230.269703
-110.919863,39,230.310963
-66.662293,31,230.345269
-72.941361,33,230.383802
-116.227684,72,230.46401
-118.085779,50,230.520209
-128.393122,58,230.583084
-127.259413,38,230.62447
-84.927231,33,230.660786
-95.733645,58,230.72482
-93.137414,47,230.775445
-41.886799,18,230.795965
-191.593937,95,230.90151
-35.32759,17,230.920891
-42.490863,14,230.936374
-98.406506,47,230.987953
-272.540948,115,231.112955
-123.692356,38,231.155502
-132.120795,56,231.215628
-85.738599,30,231.249152
-2068.428158,1000,232.363486
-149.347978,49,232.417579
-91.718458,59,232.484684
-2181.232707,1000,233.41134
-2233.893172,1000,235.356644
-169.566093,74,235.4246
-139.416516,37,235.457694
-84.301547,49,235.503052
-120.723314,64,235.56024
-98.937353,52,235.607159
-118.209579,42,235.645217
-61.052191,31,235.672631
-176.416581,79,235.742811
-57.460252,26,235.767512
-71.561617,24,235.789712
-148.156069,50,235.834966
-234.200593,103,235.936331
-58.295499,45,235.976353
-2136.969002,1000,236.883575
-163.881929,77,236.952575
-328.567449,142,237.077235
-2058.076923,1000,237.983292
-90.311252,34,238.014623
-152.50079,63,238.072265
-95.162207,48,238.115506
-87.565558,29,238.141588
-333.402984,161,238.283575
-124.773816,51,238.329391
-38.013184,19,238.347183
-36.260499,18,238.363795
-36.202597,24,238.384964
-165.405997,78,238.454002
-115.560311,52,238.501596
-229.139903,100,238.592109
-2205.539442,1000,239.498531
-83.096983,26,239.522377
-70.574033,27,239.546933
-112.12819,50,239.591719
-43.608826,27,239.616449
-76.337747,28,239.642041
-131.867099,37,239.675663
-92.035993,37,239.709691
-130.706512,54,239.756659
-177.033358,72,239.822838
-57.65082,31,239.851677
-19.163586,18,239.868005
-195.913597,82,239.941363
-193.467516,102,240.03201
-64.197314,21,240.052007
-208.758733,79,240.123166
-77.826821,28,240.149132
-5.030516,8,240.156855
-442.008759,180,240.317845
-63.38797,38,240.352706
-24.329606,7,240.359792
-50.518579,16,240.374691
-80.076192,46,240.415735
-121.94018,46,240.457646
-81.156029,46,240.498871
-109.891981,54,240.547063
-189.991687,88,240.625715
-128.980731,60,240.679193
-135.21386,80,240.751363
-200.238325,104,240.845515
-2101.222682,1000,241.749648
-2182.012509,1000,242.657094
-35.52238,15,242.671928
-69.593875,43,242.711031
-25.266533,20,242.729881
-218.728937,114,242.832387
-28.9323,26,242.856078
-42.550557,26,242.879138
-223.806811,83,242.953847
-2148.252242,1000,243.863033
-166.991652,56,243.913633
-28.916136,11,243.924172
-45.391515,22,243.944402
-436.051645,206,245.202923
-13.773384,12,245.215039
-18.284157,16,245.229882
-107.214676,47,245.272297
-42.468361,17,245.287858
-11.948918,27,245.311672
-115.470952,35,245.343257
-57.12437,35,245.374914
-231.575521,92,245.456292
-66.711722,34,245.487491
-30.104469,19,245.505081
-57.492299,31,245.533486
-293.297123,105,245.626117
-69.391944,36,245.65981
-102.913659,34,245.690603
-21.940846,17,245.706079
-125.455774,52,245.752658
-70.669593,30,245.780567
-70.115833,36,245.813429
-111.638418,34,245.84504
-127.216055,43,245.884764
-95.625246,54,245.934299
-34.612749,18,245.951574
-2082.71902,1000,246.87084
-245.401294,109,246.967923
-68.974255,36,247.001536
-71.834787,31,247.030805
-131.986209,64,247.089133
-45.902047,19,247.10724
-94.302978,43,247.146143
-90.481516,32,247.175347
-59.150127,27,247.199966
-57.782278,33,247.229994
-46.241825,38,247.264362
-67.517725,41,247.302494
-64.713408,38,247.337741
-115.491623,45,247.376932
-29.741129,12,247.387882
-97.237569,43,247.427824
-47.279917,27,247.453558
-79.373189,45,247.49486
-96.316304,49,247.540003
-69.352211,22,247.560458
-24.88548,10,247.570406
-30.146365,12,247.581525
-39.827491,17,247.597524
-100.077936,35,247.629601
-30.902312,12,247.641248
-75.910335,51,247.687555
-52.588671,23,247.709342
-23.906097,11,247.720073
-75.632253,32,247.750149
-94.454479,63,247.807879
-57.337916,24,247.829207
-41.6432,23,247.850719
-81.665965,33,247.881149
-62.332898,27,247.906587
-1467.861967,669,248.520349
-49.341752,25,248.543579
-266.73658,126,248.657158
-17.972478,30,248.684698
-17.301752,19,248.702425
-235.513678,110,248.801578
-135.261739,63,248.860572
-2106.664583,1000,249.780041
-113.889525,49,249.825626
-145.434175,69,249.887137
-246.405501,111,249.98677
-200.137625,123,250.095354
-81.861077,36,250.128145
-30.442739,17,250.143986
-2162.170548,1000,251.050532
-120.728278,42,251.088742
-2177.601705,1000,251.991732
-147.315858,83,252.067442
-97.578901,63,252.123408
-25.433969,11,252.133995
-78.499108,36,252.166411
-160.704244,72,252.23115
-117.424454,43,252.270858
-206.110184,69,252.331627
-84.95345,33,252.361937
-123.717189,70,252.425381
-63.282015,38,252.460562
-124.132699,68,252.521358
-80.433342,32,252.550183
-64.706588,32,252.579097
-54.380075,35,252.610494
-69.925642,41,252.647717
-57.333233,24,252.669918
-49.696107,20,252.688249
-254.108875,121,252.7944
-64.802146,31,252.822608
-41.233465,32,252.85242
-142.813138,55,252.902392
-21.598478,22,252.922813
-11.098367,10,252.931879
-31.425991,13,252.944112
-272.510898,128,253.056809
-132.331891,45,253.09736
-148.017794,52,253.144667
-26.356436,12,253.156275
-104.361765,45,253.196837
-53.471265,17,253.211959
-51.079757,34,253.241933
-123.078802,75,253.310289
-129.719975,69,253.374043
-36.932249,17,253.38951
-95.598773,44,253.429511
-48.420281,19,253.447125
-107.352767,63,253.505419
-34.108122,16,253.520761
-50.532862,46,253.562719
-39.727605,15,253.577395
-72.856486,25,253.600723
-306.845274,146,253.728452
-35.376729,15,253.743036
-72.343188,32,253.77271
-45.685333,31,253.800839
-153.656847,71,253.86587
-573.099254,246,254.082575
-29.751941,15,254.096414
-38.53031,24,254.117488
-76.377031,49,255.222403
-38.380183,16,255.237251
-63.523697,31,255.265272
-135.31359,58,255.316974
-32.028233,18,255.333544
-132.740605,46,255.375268
-109.173687,74,255.441371
-46.906309,21,255.460516
-93.827787,47,255.502799
-65.70868,25,255.526314
-407.139136,187,255.695584
-160.684731,71,255.759691
-33.309017,11,255.770275
-159.846435,80,255.841674
-62.233088,22,255.862457
-114.352286,64,255.9176
-24.593815,31,255.946151
-54.649355,22,255.966755
-285.406248,147,256.099121
-187.314568,82,256.172521
-41.813953,13,256.184669
-2052.424068,1000,257.094543
-43.180706,28,257.120709
-158.887034,80,257.193903
-216.922619,116,257.296425
-36.367171,23,257.317841
-77.22764,31,257.346535
-136.097125,72,257.411691
-83.941547,30,257.439188
-2140.236921,1000,258.345546
-17.482275,11,258.356312
-21.066156,10,258.36572
-275.578725,139,258.489414
-56.105431,24,258.51128
-46.660747,20,258.530086
-2204.999422,1000,259.438385
-27.444723,23,259.459232
-36.654517,28,259.484785
-92.174079,44,259.522774
-32.29389,13,259.535115
-13.600102,15,259.549613
-18.630734,15,259.563733
-140.349547,68,259.625926
-24.064474,28,259.651382
-167.562999,62,259.706712
-63.280059,50,259.750957
-81.700632,45,259.791429
-64.377442,25,259.814533
-37.179047,17,259.830468
-18.862384,17,259.846298
-53.897085,28,259.872506
-105.047122,39,259.908041
-33.187362,31,259.935175
-76.680776,36,259.966449
-48.179642,17,259.982451
-17.40107,14,259.995767
-84.379082,55,260.046078
-150.025888,55,260.095633
-44.876118,16,260.11076
-22.496367,14,260.123805
-5.522562,25,260.147572
-167.017688,67,260.206937
-221.389202,142,260.333127
-180.100063,57,260.385152
-2111.337345,1000,261.292926
-18.799558,11,261.303284
-47.567754,25,261.326373
-213.417677,93,261.410506
-133.717993,53,261.45921
-14.298315,13,261.471386
-43.498526,20,261.489871
-70.542141,29,261.51648
-89.618771,50,261.562227
-130.597449,78,261.63274
-38.108492,20,261.651554
-108.407429,52,261.698728
-69.563416,29,261.724526
-165.623463,82,261.79705
-85.55081,38,261.832103
-86.861995,40,261.869074
-21.237658,11,261.87953
-59.845097,48,261.923203
-23.079593,18,261.939954
-133.68405,86,262.014832
-2021.204949,1000,262.920455
-69.100673,45,262.961098
-78.836427,52,263.008244
-95.60764,43,263.048214
-34.926182,17,263.064334
-33.657085,14,263.076916
-18.474141,9,263.085446
-105.030515,54,263.133573
-59.354449,27,263.158402
-113.241318,39,263.194018
-1969.412677,1000,264.103487
-76.298921,30,264.131219
-41.110118,33,264.161597
-2061.920412,1000,266.125661
-111.668819,65,266.184415
-24.199825,20,266.202898
-54.372455,24,266.224829
-49.430995,32,266.252637
-2120.038472,1000,267.163812
-27.632929,12,267.175271
-52.690004,18,267.192403
-76.083683,39,267.227948
-270.221305,126,267.340084
-79.120647,36,267.372518
-43.626619,20,267.390667
-43.78755,20,267.409427
-108.042017,50,267.454838
-58.61397,31,267.483489
-65.513907,43,267.522253
-25.859627,18,267.53975
-128.983472,52,267.585174
-47.645376,24,267.607404
-27.560999,42,267.645063
-2029.775753,1000,268.758116
-112.057154,59,268.823013
-250.760127,100,268.931728
-69.590259,39,268.975974
-35.22111,26,269.005587
-72.541657,48,269.058933
-28.681827,7,269.067262
-28.964908,14,269.082654
-274.719686,143,269.228203
-241.93887,116,269.332274
-39.584189,24,269.353583
-101.244934,34,269.383055
-219.706556,109,269.481853
-44.780088,23,269.50349
-93.405184,44,269.543701
-16.831511,10,269.553274
-51.097757,25,269.576057
-90.102027,38,269.610277
-175.682911,73,269.675237
-47.410149,23,269.696152
-115.591058,46,269.738367
-15.457996,18,269.755458
-83.195418,24,269.77732
-481.846894,192,269.946532
-25.356377,12,269.958062
-111.634329,42,269.996458
-2099.470114,1000,270.903328
-48.291466,22,270.924048
-199.525649,85,270.999556
-117.60402,69,271.06075
-26.765107,13,271.073526
-142.769954,38,271.108402
-68.857379,44,271.148123
-220.487401,131,271.264049
-199.474896,92,271.347599
-47.4323,21,271.367232
-156.356187,46,271.408082
-60.471674,36,271.440885
-70.626458,46,271.483121
-33.831667,16,271.498207
-30.279983,33,271.528377
-39.65751,18,271.545349
-15.974811,14,271.55847
-307.472532,151,271.690909
-73.746152,47,271.734454
-1451.642237,683,272.352623
-206.088955,108,272.449582
-154.808451,71,272.512668
-109.998184,50,272.556971
-62.917752,36,272.590562
-34.530507,21,272.610137
-163.387633,77,272.679502
-31.507178,14,272.692486
-45.478797,20,272.71071
-48.126828,25,272.733802
-166.230002,54,272.782315
-192.689737,105,272.875453
-40.471146,16,272.89075
-129.341582,57,272.941418
-2005.850133,1000,273.848905
-115.412406,64,273.905898
-64.953578,22,273.926821
-55.748963,20,273.945219
-45.16829,15,273.959298
-24.894114,17,273.975417
-36.960346,11,273.985866
-129.035719,73,274.052133
-314.488063,170,274.2041
-63.637082,17,274.220191
-2098.054843,1000,276.224041
-117.573096,56,276.274752
-50.107255,22,276.29519
-68.055902,32,276.324384
-50.582226,19,276.341889
-47.239813,29,276.36877
-136.950327,55,276.418126
-21.787351,17,276.434054
-29.781357,15,276.448019
-77.300991,42,276.487048
-2020.003105,1000,277.425062
-84.275351,43,277.464151
-95.636051,47,277.507832
-229.808622,111,277.608349
-26.359144,17,277.624276
-1999.644077,1000,278.520315
-90.690583,41,278.557274
-290.723992,126,278.668354
-63.20694,26,278.69242
-16.649629,20,278.710999
-30.733461,14,278.724306
-132.392129,64,278.780932
-13.721906,17,278.797601
-94.201421,48,278.840499
-235.833173,146,278.972379
-66.238281,28,278.99873
-209.698749,88,279.082318
-79.215224,35,279.115825
-81.554139,48,279.159432
-173.826967,100,279.247611
-39.675655,24,279.270341
-376.488327,195,279.448351
-2065.326478,1000,280.368677
-79.109046,30,280.396128
-39.397236,17,280.411809
-32.740648,25,280.434768
-78.735668,31,280.463275
-189.687224,74,280.530877
-44.559695,23,280.551784
-114.91427,64,280.60818
-123.008526,45,280.649684
-31.514091,24,280.672595
-73.380785,40,280.709682
-63.149855,41,280.74834
-188.632248,67,280.809448
-60.287157,45,280.850215
-86.980395,48,280.89348
-301.43637,146,281.023524
-122.988278,58,281.07592
-54.184102,33,281.107155
-1977.336895,1000,282.025395
-67.67708,41,282.06387
-110.103301,67,282.125095
-131.66907,61,282.179511
-184.974535,116,282.284756
-7.138637,8,282.292845
-1269.86609,582,282.826468
-87.473892,51,282.872256
-225.347794,135,282.992624
-164.252203,81,283.064167
-145.924082,64,283.121125
-149.501423,77,283.190095
-90.890759,43,283.229507
-2014.418053,1000,284.132212
-30.502084,16,284.147272
-26.890572,22,284.166417
-51.614367,25,284.188257
-33.481348,34,284.21959
-65.013684,37,284.25354
-104.453204,53,284.301008
-48.084261,32,284.330789
-189.409293,85,284.406709
-48.906892,37,284.439581
-56.62545,28,284.464779
-159.153256,72,284.529772
-109.140379,45,284.571326
-61.734004,18,284.588215
-43.579108,29,284.613379
-150.518963,62,284.66775
-65.237436,30,284.69611
-178.838246,65,284.754439
-60.583813,27,284.77896
-37.614549,28,284.804817
-90.462678,40,284.840712
-20.493178,16,284.855678
-82.580632,25,284.878321
-71.504371,28,285.960302
-135.784424,76,286.027792
-68.956247,42,286.066445
-210.240445,118,286.172577
-51.725251,36,286.205151
-255.791638,115,286.306838
-50.697,44,286.346675
-68.491608,23,286.368501
-37.704054,19,286.385625
-15.048822,13,286.397504
-77.632891,65,286.454735
-49.215506,20,286.473552
-71.439984,24,286.496058
-47.546976,43,286.534556
-71.568718,32,286.563849
-170.73796,89,286.642362
-67.288731,30,286.668927
-36.349243,18,286.685428
-93.644171,55,286.735283
-113.823719,76,286.80329
-44.453888,18,286.820168
-40.250815,19,286.836961
-164.535204,82,286.9085
-82.232367,51,286.955458
-66.7361,38,286.990229
-61.893327,31,287.018622
-38.231981,30,287.046575
-165.802501,78,287.11572
-2012.470046,1000,288.021084
-184.024957,84,288.094634
-182.007815,70,288.157878
-31.274856,14,288.171281
-111.315235,65,288.227227
-196.979907,117,288.333056
-21.539428,16,288.348342
-43.996566,15,288.362743
-184.490531,94,288.445321
-11.042414,13,288.457545
-108.750973,49,288.502284
-32.689324,17,288.518369
-106.795712,52,288.564816
-113.06643,42,288.603763
-47.5385,25,288.625494
-11.420288,14,288.638675
-266.200341,109,288.735367
-186.092205,113,288.837219
-94.641288,36,288.87021
-145.44545,67,288.929139
-48.270041,29,288.955317
-50.150819,18,288.972154
-94.210909,44,289.011119
-385.877209,195,289.184648
-84.468904,33,289.214619
-111.824777,62,289.271068
-185.372544,69,289.33231
-13.541163,11,289.343246
-76.337378,26,289.366873
-20.516696,13,289.379589
-23.984335,17,289.395303
-37.544318,18,289.412318
-50.021268,29,289.438731
-195.25522,79,289.509915
-67.945615,21,289.528826
-1120.653899,548,290.026745
-84.597986,42,290.065464
-46.503707,30,290.092013
-27.291237,17,290.107894
-99.4853,65,290.166352
-134.333734,43,290.20486
-49.831714,25,290.227239
-49.744059,26,290.250838
-157.345391,74,290.316716
-101.060482,51,290.36324
-67.765452,43,290.403103
-28.494672,13,290.414973
-75.649513,59,290.46589
-34.141207,12,290.477633
-123.901981,58,290.529826
-79.082494,22,290.550487
-72.92943,28,290.576318
-72.595524,46,290.618423
-32.095313,21,290.637898
-236.370369,109,290.733577
-28.590791,13,290.746004
-78.154185,28,290.771603
-24.380828,11,290.782488
-64.423137,25,290.805332
-62.603065,40,290.842284
-152.239365,80,290.912775
-20.013846,16,290.927927
-166.768933,84,291.003279
-77.184756,48,291.047035
-181.407647,66,291.106746
-26.477794,21,291.126042
-95.291317,50,291.1703
-46.305052,62,291.226114
-24.303741,11,291.236952
-71.43107,49,291.28098
-37.058973,20,291.299857
-45.330037,18,291.316291
-55.793396,30,291.342688
-191.155707,74,291.408185
-73.0324,44,291.448533
-148.174598,69,291.511633
-94.864757,53,291.560246
-56.894024,30,291.587455
-3.331936,20,291.60573
-26.304822,24,291.628586
-37.212184,21,291.647571
-162.176542,69,291.70888
-195.019381,94,291.792319
-49.339501,26,291.815766
-106.288132,46,291.857879
-47.504468,18,291.875072
-48.869156,18,291.891901
-11.759512,20,291.910336
-44.71267,23,291.931055
-27.904606,15,291.945014
-95.237899,44,291.985002
-56.098752,22,292.005513
-122.958942,90,292.084979
-1922.395169,1000,292.997273
-90.254058,43,293.036564
-162.261728,84,293.112435
-17.112282,27,293.136685
-39.798038,19,293.153514
-101.641905,38,293.188503
-63.724876,48,293.232328
-245.205111,98,293.320765
-143.263,65,293.379009
-297.503918,127,293.491112
-20.217954,17,293.507274
-48.47478,30,293.535108
-20.154139,10,293.544448
-251.908732,106,293.637809
-63.497872,35,293.670342
-40.93323,31,293.698685
-63.436761,44,293.738277
-40.166032,37,293.772228
-48.060541,18,293.789211
-83.081154,39,293.825109
-143.919103,92,293.907656
-45.34977,23,293.929014
-83.82178,44,293.969556
-32.307866,25,293.992828
-2022.876998,1000,294.897442
-31.531578,11,294.907731
-211.35702,105,296.05825
-1916.377231,1000,296.963113
-69.324842,43,297.001898
-122.173403,57,297.052967
-67.98257,23,297.07444
-24.050716,18,297.092099
-276.97526,132,297.208216
-59.70162,27,297.233359
-98.965549,59,297.286755
-1983.579502,1000,298.193219
-205.539752,93,298.276895
-70.382564,34,298.307306
-30.172168,17,298.322861
-26.632155,9,298.331929
-107.404026,59,298.38451
-26.235926,13,298.397268
-32.118839,20,298.415758
-236.912481,134,298.533781
-40.807833,16,298.548975
-213.741174,88,298.628263
-192.218055,99,298.716897
-48.808896,38,298.750563
-257.134834,108,298.846789
-23.591206,24,298.868513
-2023.511303,1000,299.772972
-1976.659487,1000,300.677264
-57.927965,23,300.698827
-16.664232,15,300.71285
-87.850238,53,300.758658
-47.75846,31,300.786807
-70.036467,48,300.830406
-28.998909,21,300.850252
-14.71892,10,300.859806
-59.277349,23,300.880638
-183.53223,58,300.932837
-62.121183,51,300.978197
-85.189671,55,301.027156
-88.875205,43,301.066231
-87.855533,20,301.084447
-79.568933,45,301.125018
-118.649572,49,301.169173
-46.100656,24,301.190671
-22.26867,10,301.199828
-41.696651,22,301.219369
-33.261238,12,301.230757
-1909.976481,1000,302.131519
-126.919705,83,302.206747
-49.431051,28,302.233347
-212.364188,114,302.335078
-31.380383,20,302.353503
-31.875444,12,302.365092
-92.193559,46,302.406294
-27.969608,26,302.430387
-149.517358,71,302.494223
-140.100414,85,302.568538
-238.470491,120,302.677053
-90.260644,31,302.705778
-65.981451,37,302.739265
-65.850606,40,302.775124
-31.592218,14,302.788507
-33.865277,15,302.80274
-273.587402,154,302.939501
-36.211852,18,302.956389
-24.89675,15,302.969817
-32.897677,13,302.981984
-59.439885,24,303.003353
-132.237746,67,303.063517
-1978.338698,1000,303.968155
-53.538649,32,303.997195
-20.330279,24,304.018979
-55.381481,32,304.048206
-92.654963,52,304.09524
-62.126384,38,304.129192
-16.887248,12,304.141568
-29.341572,14,304.154413
-50.599056,14,304.167561
-56.985426,20,304.186219
-74.104857,35,304.217739
-25.696446,19,304.235511
-39.631496,15,304.249579
-36.560718,15,304.263732
-90.941309,43,304.303348
-156.80955,80,304.372747
-39.84687,20,304.391327
-68.554897,33,304.421447
-34.868255,12,304.432949
-2026.043041,1000,306.387886
-74.297995,38,306.421477
-21.671023,13,306.434075
-130.549103,65,306.492582
-11.960379,13,306.504996
-268.903502,132,306.620121
-37.619771,32,306.649603
-38.601869,18,306.66641
-71.256809,45,306.707005
-112.315683,52,306.753985
-95.123806,49,306.799003
-62.252502,26,306.823319
-1936.44778,1000,307.725605
-30.039805,40,307.761085
-103.916805,50,307.805867
-110.023125,68,307.866741
-131.716026,72,307.93
-31.239428,14,307.942564
-142.365722,85,308.019191
-130.137372,54,308.069573
-41.172082,30,308.096904
-76.182039,28,308.122138
-39.785615,15,308.13634
-100.035652,41,308.172595
-29.680066,13,308.185118
-66.426528,29,308.211371
-187.921279,75,308.27805
-35.960753,12,308.289869
-58.864828,24,308.311146
-107.654528,41,308.348173
-284.099027,119,308.452372
-23.748644,13,308.465198
-168.604834,85,308.542877
-15.024425,12,308.554079
-83.686925,62,308.609236
-66.50812,31,308.636943
-358.346177,184,308.801095
-1983.56106,1000,309.702642
-685.799825,374,310.038409
-77.238055,33,310.068377
-90.577719,49,310.113486
-93.550248,45,310.153682
-137.70408,64,310.209544
-241.059888,88,310.289065
-48.909434,39,310.324792
-62.05309,28,310.350497
-40.525823,36,310.383526
-131.591731,75,310.449257
-61.90801,30,310.475821
-22.323535,30,310.503323
-79.69806,48,310.547221
-166.993922,122,310.653906
-129.531748,70,310.717271
-97.596903,34,310.747644
-46.505873,41,310.785261
-2001.94441,1000,311.690501
-64.142475,29,311.718128
-88.907539,49,311.761666
-139.343428,60,311.815882
-1887.950774,1000,312.718939
-1982.470201,1000,313.620632
-138.46649,66,313.679509
-22.886173,19,313.697295
-18.517269,13,313.709364
-50.841537,19,313.72696
-72.815331,27,313.750676
-86.656346,57,313.800048
-26.051089,14,313.813534
-26.539837,28,313.839454
-49.695318,21,313.858957
-20.451333,11,313.869287
-126.022933,77,313.937995
-31.832843,31,313.966383
-57.818905,46,314.006788
-34.522241,18,314.023106
-195.704771,72,314.087484
-23.83925,12,314.099012
-60.404321,32,314.128581
-78.949579,44,314.169427
-76.442302,26,314.192088
-1988.933305,1000,315.095472
-138.404407,74,316.22672
-195.60758,90,316.306665
-30.939777,13,316.319528
-52.604221,30,316.346183
-896.595562,442,316.740157
-120.310241,82,316.812517
-63.864324,40,316.848977
-90.521884,57,316.899399
-48.950621,24,316.920533
-255.198452,112,317.021379
-40.614881,27,317.046724
-63.098944,32,317.076158
-16.745746,61,317.130652
-44.208097,19,317.148176
-60.504985,48,317.190743
-128.069004,54,317.239307
-234.227988,124,317.348772
-111.498794,58,317.399863
-79.713869,44,317.439655
-86.257232,50,317.485251
-62.392001,23,317.506859
-1868.685952,1000,318.405394
-47.999499,36,318.438178
-121.858192,53,318.485547
-153.558692,73,318.551076
-34.980048,20,318.569746
-150.278042,49,318.613498
-62.288045,17,318.62961
-189.983165,91,318.709789
-111.11296,59,318.76354
-234.807936,78,318.834254
-24.499139,15,318.848243
-55.400252,19,318.866131
-247.982449,102,318.95523
-145.954393,68,319.016273
-58.886071,22,319.036607
-47.455517,23,319.057938
-54.788366,50,319.103485
-23.033633,17,319.118932
-36.904572,20,319.136994
-62.266171,25,319.158513
-33.237357,15,319.17236
-92.395144,51,319.218323
-33.234038,21,319.237874
-26.285741,21,319.257713
-1938.389633,1000,320.156476
-66.13142,52,320.204076
-145.611925,58,320.25637
-321.042867,180,320.414716
-99.270473,70,320.477214
-88.304744,55,320.526311
-28.339852,16,320.541698
-125.411688,93,320.624721
-178.671821,92,320.706117
-60.169144,31,320.733629
-98.294314,52,320.78007
-26.204391,19,320.797786
-64.006106,31,320.826286
-56.185381,25,320.849424
-33.809061,27,320.874144
-1903.468058,1000,321.773491
-62.449847,28,321.799354
-128.776252,66,321.855539
-36.267829,13,321.868012
-98.410586,75,321.935874
-36.0666,13,321.948603
-73.341341,42,321.986806
-36.588526,14,321.999916
-209.854888,108,322.095727
-71.350021,33,322.12615
-235.119366,90,322.206616
-25.913313,14,322.220126
-43.95206,26,322.243988
-32.086909,20,322.262256
-29.855371,23,322.282335
-78.374256,34,322.312459
-30.095985,18,322.329287
-297.530002,138,322.452643
-85.774213,58,322.504946
-87.699718,52,322.552105
-166.667487,76,322.620206
-104.431729,46,322.661582
-116.344829,46,322.703317
-100.164732,54,322.749282
-87.194447,41,322.78686
-42.959211,23,322.808666
-125.260938,47,322.850676
